customer_id,recency,tenure_days,frequency,monetary,churn,source
CUST1099,1223,1432,5,990.57,0,Labeled
CUST1100,578,1726,26,844.26,1,Labeled
CUST1101,334,1223,48,347.31000000000006,0,Labeled
CUST1102,408,737,35,1574.32,0,Labeled
CUST1103,136,794,41,421.70000000000005,0,Labeled
CUST1104,673,1120,13,760.96,1,Labeled
CUST1105,283,1054,24,1432.6,0,Labeled
CUST1106,180,1070,34,1981.8000000000002,1,Labeled
CUST1107,1261,1769,39,1611.68,0,Labeled
CUST1108,282,1143,26,430.68,1,Labeled
CUST1109,502,1018,44,1400.04,1,Labeled
CUST1110,730,1026,11,1061.4,0,Labeled
CUST1111,603,936,41,1770.24,1,Labeled
CUST1112,685,1649,28,1982.24,1,Labeled
CUST1113,166,740,13,1810.76,1,Labeled
CUST1114,816,1343,15,987.72,0,Labeled
CUST1115,1054,1121,42,287.4,0,Labeled
CUST1116,326,995,3,1293.78,0,Labeled
CUST1117,1533,1694,7,1645.52,1,Labeled
CUST1118,337,1268,22,338.72,0,Labeled
CUST1119,418,1438,25,1570.41,0,Labeled
CUST1120,1110,1738,1,612.0600000000001,1,Labeled
CUST1121,480,1025,3,1949.95,0,Labeled
CUST1122,244,991,49,129.42000000000002,1,Labeled
CUST1123,330,848,38,1298.36,1,Labeled
CUST1124,119,913,5,1929.76,1,Labeled
CUST1125,559,823,28,1608.48,0,Labeled
CUST1126,306,1533,41,178.81,0,Labeled
CUST1127,905,1122,49,838.45,1,Labeled
CUST1128,1043,1057,43,117.35999999999999,0,Labeled
CUST1129,588,1579,34,510.81000000000006,0,Labeled
CUST1130,378,1035,3,1936.1,1,Labeled
CUST1131,207,1381,13,1106.04,1,Labeled
CUST1132,800,1134,3,1328.56,0,Labeled
CUST1133,1020,1513,34,213.25,0,Labeled
CUST1134,275,1445,43,191.70000000000002,0,Labeled
CUST1135,460,823,28,782.46,1,Labeled
CUST1136,1139,1318,25,722.82,0,Labeled
CUST1137,405,1571,11,49.32000000000001,0,Labeled
CUST1138,834,866,16,759.8000000000001,0,Labeled
CUST1139,763,805,12,1375.02,0,Labeled
CUST1140,542,1283,3,1259.02,0,Labeled
CUST1141,290,880,9,1749.76,1,Labeled
CUST1142,145,810,46,710.88,1,Labeled
CUST1143,116,1400,30,897.48,0,Labeled
CUST1144,420,1379,18,1985.2000000000003,0,Labeled
CUST1145,349,1474,23,1503.0,1,Labeled
CUST1146,660,1617,24,726.36,0,Labeled
CUST1147,173,1092,28,1300.77,0,Labeled
CUST1148,391,1354,17,1151.4,0,Labeled
CUST1149,562,1427,37,49.44,1,Labeled
CUST1150,1048,1428,40,1903.38,1,Labeled
CUST1151,1207,1698,40,1254.16,0,Labeled
CUST1152,945,1380,41,1205.1899999999998,0,Labeled
CUST1153,408,1120,18,1308.29,0,Labeled
CUST1154,243,1772,42,1546.0,1,Labeled
CUST1155,202,1088,7,37.35,1,Labeled
CUST1156,373,1414,1,421.02,0,Labeled
CUST1157,560,1130,45,1294.58,1,Labeled
CUST1158,1406,1732,24,174.4,0,Labeled
CUST1159,376,1229,1,214.38,0,Labeled
CUST1160,1022,1186,21,1447.8000000000002,0,Labeled
CUST1161,1103,1117,24,876.75,0,Labeled
CUST1162,690,1785,44,837.48,1,Labeled
CUST1163,242,780,38,1600.32,1,Labeled
CUST1164,890,1005,34,1802.4,1,Labeled
CUST1165,375,831,9,1793.0099999999998,0,Labeled
CUST1166,270,1447,3,233.28000000000003,1,Labeled
CUST1167,799,1366,8,94.80000000000001,1,Labeled
CUST1168,959,1670,36,759.9,0,Labeled
CUST1169,1027,1571,49,211.92000000000002,0,Labeled
CUST1170,476,1564,47,1449.27,0,Labeled
CUST1171,434,1586,2,1242.34,1,Labeled
CUST1172,858,1278,28,1308.25,1,Labeled
CUST1173,261,1196,42,1664.3000000000002,1,Labeled
CUST1174,278,917,39,205.35000000000002,0,Labeled
CUST1175,548,1435,26,1099.84,0,Labeled
CUST1176,403,771,17,1718.8,1,Labeled
CUST1177,1020,1735,34,932.76,1,Labeled
CUST1178,1128,1375,18,1986.96,1,Labeled
CUST1179,1414,1488,15,696.68,0,Labeled
CUST1180,476,863,33,112.19999999999999,0,Labeled
CUST1181,490,883,42,1543.22,1,Labeled
CUST1182,23,1480,5,1465.6,0,Labeled
CUST1183,1041,1584,23,1727.04,0,Labeled
CUST1184,166,773,33,1071.13,0,Labeled
CUST1185,184,1155,9,198.63,0,Labeled
CUST1186,39,1473,10,800.84,0,Labeled
CUST1187,149,837,39,1357.34,1,Labeled
CUST1188,314,1548,34,1378.74,0,Labeled
CUST1189,906,1033,40,1085.8799999999999,0,Labeled
CUST1190,961,1493,7,741.7,1,Labeled
CUST1191,1030,1282,9,894.81,1,Labeled
CUST1192,553,1417,29,1496.16,0,Labeled
CUST1193,810,1467,26,1229.97,0,Labeled
CUST1194,1279,1563,10,357.66,1,Labeled
CUST1195,364,763,46,1198.3799999999999,0,Labeled
CUST1196,975,1778,49,276.84000000000003,0,Labeled
CUST1197,901,1054,45,1717.0,0,Labeled
CUST1198,532,1213,35,1104.48,1,Labeled
CUST1199,875,1044,43,1512.48,0,Labeled
CUST1200,701,1501,23,1932.48,1,Labeled
CUST1201,79,875,47,833.52,1,Labeled
CUST1202,967,1383,13,1798.6799999999998,0,Labeled
CUST1203,889,1490,6,1780.08,1,Labeled
CUST1204,665,1561,13,126.32,0,Labeled
CUST1205,120,1461,13,1484.8,1,Labeled
CUST1206,618,1365,26,1578.12,0,Labeled
CUST1207,626,766,38,1212.26,0,Labeled
CUST1208,734,1073,33,1790.4,0,Labeled
CUST1209,340,1226,6,1165.24,0,Labeled
CUST1210,918,1255,40,362.64,0,Labeled
CUST1211,914,1261,34,1573.83,1,Labeled
CUST1212,556,1212,45,1388.6999999999998,1,Labeled
CUST1213,390,1689,40,1470.03,1,Labeled
CUST1214,615,1029,36,1068.34,1,Labeled
CUST1215,824,1626,30,1208.24,0,Labeled
CUST1216,970,1018,32,1218.8,0,Labeled
CUST1217,625,846,3,1940.19,0,Labeled
CUST1218,173,1146,30,90.95,0,Labeled
CUST1219,600,731,38,1627.8,0,Labeled
CUST1220,770,1171,27,788.61,1,Labeled
CUST1221,96,1784,45,1385.6,0,Labeled
CUST1222,446,1212,12,1990.9,0,Labeled
CUST1223,304,958,32,1694.56,0,Labeled
CUST1224,284,1393,21,1534.6200000000001,0,Labeled
CUST1225,352,905,7,508.16,0,Labeled
CUST1226,1073,1615,45,1586.55,0,Labeled
CUST1227,86,1436,11,872.32,0,Labeled
CUST1228,913,1253,13,1466.56,0,Labeled
CUST1229,217,1122,27,1391.04,0,Labeled
CUST1230,817,1156,38,1767.44,0,Labeled
CUST1231,80,951,33,1331.03,0,Labeled
CUST1232,684,1133,30,672.0,1,Labeled
CUST1233,444,1231,26,1199.25,0,Labeled
CUST1234,227,1373,15,1892.34,1,Labeled
CUST1235,1024,1793,47,641.68,1,Labeled
CUST1236,1131,1427,11,535.36,0,Labeled
CUST1237,683,953,28,1146.76,1,Labeled
CUST1238,937,1360,3,441.44,0,Labeled
CUST1239,175,967,8,180.25,0,Labeled
CUST1240,864,1187,22,44.519999999999996,0,Labeled
CUST1241,1305,1799,39,1721.12,0,Labeled
CUST1242,109,1564,40,923.8499999999999,0,Labeled
CUST1243,1135,1341,5,235.7,0,Labeled
CUST1244,510,1038,23,1399.6,0,Labeled
CUST1245,1489,1754,40,929.56,0,Labeled
CUST1246,522,1680,23,1067.0,0,Labeled
CUST1247,150,1006,39,65.64,0,Labeled
CUST1248,1368,1452,11,1792.08,1,Labeled
CUST1249,256,976,18,1179.6,1,Labeled
CUST1250,277,1641,39,643.44,0,Labeled
CUST1251,285,823,39,538.08,0,Labeled
CUST1252,490,1560,6,1348.1,1,Labeled
CUST1253,1562,1650,37,214.01,0,Labeled
CUST1254,145,1073,24,736.4,0,Labeled
CUST1255,611,923,40,1120.48,1,Labeled
CUST1256,344,1545,44,262.89,0,Labeled
CUST1257,208,1402,14,908.16,1,Labeled
CUST1258,122,1813,35,550.9699999999999,0,Labeled
CUST1259,125,1644,48,850.56,0,Labeled
CUST1260,745,980,14,1570.05,0,Labeled
CUST1261,19,1083,8,992.04,1,Labeled
CUST1262,691,870,25,1098.68,0,Labeled
CUST1263,899,1813,28,369.54999999999995,1,Labeled
CUST1264,447,1125,37,661.04,1,Labeled
CUST1265,275,905,47,1865.18,1,Labeled
CUST1266,531,848,16,1624.53,1,Labeled
CUST1267,579,1119,12,667.14,0,Labeled
CUST1268,171,1026,1,1524.8,0,Labeled
CUST1269,1066,1359,45,629.6,1,Labeled
CUST1270,1010,1569,17,682.9200000000001,1,Labeled
CUST1271,168,1383,38,350.08,1,Labeled
CUST1272,877,1024,41,1906.4,0,Labeled
CUST1273,898,1606,49,1483.68,0,Labeled
CUST1274,1279,1450,1,1023.1200000000001,0,Labeled
CUST1275,1217,1444,46,1460.88,0,Labeled
CUST1276,363,1179,12,116.4,1,Labeled
CUST1277,459,985,30,1349.34,0,Labeled
CUST1278,124,837,41,1711.43,1,Labeled
CUST1279,711,1771,49,568.18,1,Labeled
CUST1280,807,1035,14,958.28,0,Labeled
CUST1281,1478,1599,23,307.86,1,Labeled
CUST1282,11,828,28,212.88,0,Labeled
CUST1283,1397,1503,28,1408.55,0,Labeled
CUST1284,10,1748,23,1495.23,1,Labeled
CUST1285,814,1551,39,1055.39,1,Labeled
CUST1286,591,1362,24,787.64,1,Labeled
CUST1287,22,1229,15,1753.29,0,Labeled
CUST1288,500,1285,8,1047.05,0,Labeled
CUST1289,1336,1595,22,988.82,1,Labeled
CUST1290,137,907,7,935.15,0,Labeled
CUST1291,754,876,47,1259.52,0,Labeled
CUST1292,1343,1346,19,1169.35,1,Labeled
CUST1293,947,958,6,1026.42,0,Labeled
CUST1294,1442,1780,29,777.2,0,Labeled
CUST1295,106,948,14,1579.0,0,Labeled
CUST1296,72,1168,5,1862.0,0,Labeled
CUST1297,364,1626,2,1786.22,1,Labeled
CUST1298,831,1633,15,1735.92,1,Labeled
CUST1299,598,1634,38,97.92,1,Labeled
CUST1300,291,737,25,1226.18,0,Labeled
CUST1301,512,743,7,1840.08,0,Labeled
CUST1302,723,754,21,1521.1000000000001,1,Labeled
CUST1303,418,1073,11,603.1,1,Labeled
CUST1304,804,1406,6,360.92,0,Labeled
CUST1305,1025,1484,31,1475.24,0,Labeled
CUST1306,844,1011,47,1317.88,0,Labeled
CUST1307,1172,1311,20,363.57,1,Labeled
CUST1308,1345,1595,49,1750.23,0,Labeled
CUST1309,298,1786,20,1454.34,0,Labeled
CUST1310,941,1618,6,593.11,1,Labeled
CUST1311,1453,1796,25,1597.28,1,Labeled
CUST1312,297,1723,49,675.9200000000001,0,Labeled
CUST1313,661,1399,30,1270.8600000000001,0,Labeled
CUST1314,198,1685,15,1138.35,0,Labeled
CUST1315,357,1479,49,196.07999999999998,1,Labeled
CUST1316,667,1267,32,306.12,1,Labeled
CUST1317,704,835,6,924.6,0,Labeled
CUST1318,620,983,48,1138.1399999999999,1,Labeled
CUST1319,394,731,32,326.0,1,Labeled
CUST1320,696,897,46,466.56,1,Labeled
CUST1321,319,866,23,843.78,0,Labeled
CUST1322,990,1089,49,610.12,1,Labeled
CUST1323,366,1124,46,1998.08,0,Labeled
CUST1324,731,755,29,408.90000000000003,0,Labeled
CUST1325,323,1805,39,1113.4,1,Labeled
CUST1326,298,1409,39,1387.5,0,Labeled
CUST1327,1129,1387,15,630.3,0,Labeled
CUST1328,1086,1216,49,58.650000000000006,0,Labeled
CUST1329,1189,1438,9,1844.88,0,Labeled
CUST1330,865,1351,13,1505.84,0,Labeled
CUST1331,643,1180,27,171.89999999999998,0,Labeled
CUST1332,255,1106,2,1403.36,0,Labeled
CUST1333,182,771,25,1440.72,0,Labeled
CUST1334,273,1654,47,1993.1100000000001,0,Labeled
CUST1335,1193,1335,38,694.29,1,Labeled
CUST1336,224,1457,2,961.03,0,Labeled
CUST1337,259,763,9,1470.07,1,Labeled
CUST1338,462,1163,16,1395.04,1,Labeled
CUST1339,649,1072,23,876.84,0,Labeled
CUST1340,146,889,27,728.21,0,Labeled
CUST1341,1178,1412,10,1803.7,0,Labeled
CUST1342,1281,1684,44,1664.08,0,Labeled
CUST1343,752,916,30,1176.8000000000002,0,Labeled
CUST1344,58,1589,37,45.15,0,Labeled
CUST1345,985,1333,15,411.1,0,Labeled
CUST1346,989,1406,7,224.15,0,Labeled
CUST1347,596,1773,4,231.96,0,Labeled
CUST1348,732,1423,11,26.33,1,Labeled
CUST1349,268,842,8,1033.8000000000002,0,Labeled
CUST1350,576,1524,36,1871.85,0,Labeled
CUST1351,1280,1392,2,1780.2599999999998,1,Labeled
CUST1352,6,1371,14,1727.7599999999998,1,Labeled
CUST1353,1076,1614,49,1503.11,1,Labeled
CUST1354,406,976,8,1248.09,1,Labeled
CUST1355,996,1735,38,1316.82,1,Labeled
CUST1356,162,1751,29,240.94,0,Labeled
CUST1357,917,1460,29,1160.91,0,Labeled
CUST1358,918,1803,26,1185.52,0,Labeled
CUST1359,84,1353,44,1716.6499999999999,1,Labeled
CUST1360,385,750,36,585.12,0,Labeled
CUST1361,1025,1111,48,1485.54,1,Labeled
CUST1362,1396,1531,3,1778.4,0,Labeled
CUST1363,669,1401,9,1988.67,1,Labeled
CUST1364,1664,1762,41,1207.6200000000001,1,Labeled
CUST1365,1040,1661,21,228.24,0,Labeled
CUST1366,670,1275,17,1336.08,0,Labeled
CUST1367,393,1650,24,1392.48,0,Labeled
CUST1368,54,837,7,532.91,1,Labeled
CUST1369,855,1564,22,628.25,0,Labeled
CUST1370,331,1420,16,1952.6499999999999,0,Labeled
CUST1371,61,944,24,1451.68,0,Labeled
CUST1372,261,1037,7,1813.56,0,Labeled
CUST1373,484,1400,37,1898.7599999999998,0,Labeled
CUST1374,643,1589,38,451.26,1,Labeled
CUST1375,719,1179,17,1598.16,1,Labeled
CUST1376,560,1225,42,84.21,0,Labeled
CUST1377,316,1484,34,218.88,0,Labeled
CUST1378,260,1228,40,613.6999999999999,0,Labeled
CUST1379,903,1345,48,142.2,1,Labeled
CUST1380,682,772,20,544.5,1,Labeled
CUST1381,23,760,45,391.2,0,Labeled
CUST1382,97,1680,14,971.28,1,Labeled
CUST1383,391,817,18,1732.98,0,Labeled
CUST1384,468,1190,41,568.0500000000001,0,Labeled
CUST1385,534,838,18,548.32,1,Labeled
CUST1386,901,1028,23,1547.44,1,Labeled
CUST1387,1193,1310,22,1660.1999999999998,0,Labeled
CUST1388,1239,1328,12,103.66,1,Labeled
CUST1389,1603,1708,33,1069.84,0,Labeled
CUST1390,76,1320,34,209.76,1,Labeled
CUST1391,593,1482,29,1499.71,0,Labeled
CUST1392,481,1261,26,1688.52,1,Labeled
CUST1393,1584,1601,45,1366.86,0,Labeled
CUST1394,1180,1194,38,1741.6799999999998,0,Labeled
CUST1395,751,1056,45,1210.77,0,Labeled
CUST1396,1365,1668,43,868.32,0,Labeled
CUST1397,1061,1670,2,314.23,1,Labeled
CUST1398,148,1498,15,1107.33,1,Labeled
CUST1399,575,1052,17,913.22,1,Labeled
CUST1400,371,1356,32,362.0,0,Labeled
CUST1401,545,739,25,397.65000000000003,1,Labeled
CUST1402,744,1561,25,630.0,1,Labeled
CUST1403,1012,1254,14,117.0,0,Labeled
CUST1404,701,1044,4,521.43,0,Labeled
CUST1405,420,1810,33,1618.23,1,Labeled
CUST1406,169,740,19,707.14,0,Labeled
CUST1407,728,1258,6,1263.8,1,Labeled
CUST1408,390,898,44,1929.72,0,Labeled
CUST1409,194,812,7,1738.32,1,Labeled
CUST1410,1054,1397,1,758.32,0,Labeled
CUST1411,8,1250,23,1529.0,0,Labeled
CUST1412,13,1804,18,164.32,0,Labeled
CUST1413,289,881,29,1246.72,0,Labeled
CUST1414,299,803,31,1230.48,0,Labeled
CUST1415,435,1198,32,1051.44,0,Labeled
CUST1416,588,1027,32,1733.12,0,Labeled
CUST1417,42,1527,11,451.20000000000005,0,Labeled
CUST1418,43,866,4,119.63,0,Labeled
CUST1419,612,1263,31,37.98,1,Labeled
CUST1420,579,1658,35,179.34,1,Labeled
CUST1421,216,1193,11,230.88,0,Labeled
CUST1422,328,1170,32,1441.3,0,Labeled
CUST1423,181,774,9,297.04,0,Labeled
CUST1424,332,1472,39,1799.69,1,Labeled
CUST1425,610,785,49,1101.57,0,Labeled
CUST1426,339,835,40,1218.7,1,Labeled
CUST1427,241,1136,3,1457.61,1,Labeled
CUST1428,215,1143,40,849.68,0,Labeled
CUST1429,588,867,19,841.59,1,Labeled
CUST1430,250,1677,41,1228.83,1,Labeled
CUST1431,610,1092,23,795.0,0,Labeled
CUST1432,805,973,15,391.98,1,Labeled
CUST1433,991,1320,40,418.6,0,Labeled
CUST1434,845,1452,5,1106.19,1,Labeled
CUST1435,633,1486,48,1338.93,1,Labeled
CUST1436,505,1123,37,1815.48,0,Labeled
CUST1437,406,1235,13,278.08,0,Labeled
CUST1438,533,917,11,1390.32,1,Labeled
CUST1439,479,1131,31,174.96,0,Labeled
CUST1440,220,1193,36,123.64,0,Labeled
CUST1441,917,1284,18,580.8,0,Labeled
CUST1442,192,1755,10,192.54000000000002,0,Labeled
CUST1443,734,842,20,1409.68,0,Labeled
CUST1444,222,901,19,1656.3600000000001,0,Labeled
CUST1445,470,1055,49,839.04,0,Labeled
CUST1446,713,750,18,552.26,1,Labeled
CUST1447,1026,1167,30,1510.04,0,Labeled
CUST1448,287,1711,4,900.5699999999999,0,Labeled
CUST1449,497,1573,32,818.01,1,Labeled
CUST1450,1043,1141,45,260.15,0,Labeled
CUST1451,303,800,32,309.76,0,Labeled
CUST1452,1091,1642,48,1068.1200000000001,1,Labeled
CUST1453,405,1051,32,777.02,1,Labeled
CUST1454,817,931,40,1727.46,1,Labeled
CUST1455,319,1003,32,433.8,0,Labeled
CUST1456,496,905,44,155.88,0,Labeled
CUST1457,436,1173,2,1174.59,0,Labeled
CUST1458,113,799,41,1365.8700000000001,0,Labeled
CUST1459,1095,1532,16,1137.99,0,Labeled
CUST1460,533,998,14,1658.24,0,Labeled
CUST1461,461,1425,40,1947.2400000000002,1,Labeled
CUST1462,1640,1730,10,1030.75,0,Labeled
CUST1463,807,1620,21,1493.98,1,Labeled
CUST1464,105,1312,10,1106.72,1,Labeled
CUST1465,1290,1407,41,1069.68,0,Labeled
CUST1466,582,893,25,638.11,1,Labeled
CUST1467,1345,1463,34,1802.56,0,Labeled
CUST1468,923,1428,49,1201.5,0,Labeled
CUST1469,722,920,19,1281.06,1,Labeled
CUST1470,877,998,36,1482.96,0,Labeled
CUST1471,59,853,4,702.4,1,Labeled
CUST1472,218,852,29,391.12,1,Labeled
CUST1473,810,823,38,1778.3999999999999,0,Labeled
CUST1474,932,1477,46,1064.18,0,Labeled
CUST1475,874,1715,7,980.6,1,Labeled
CUST1476,422,1188,12,1883.16,1,Labeled
CUST1477,703,1041,34,835.04,1,Labeled
CUST1478,210,1725,27,998.08,0,Labeled
CUST1479,168,1039,2,541.26,1,Labeled
CUST1480,28,1408,7,1109.88,1,Labeled
CUST1481,812,852,2,664.35,1,Labeled
CUST1482,779,1486,10,1062.56,0,Labeled
CUST1483,242,990,47,554.08,1,Labeled
CUST1484,511,745,2,952.1500000000001,0,Labeled
CUST1485,822,1219,16,1598.38,0,Labeled
CUST1486,1056,1392,4,975.01,0,Labeled
CUST1487,55,1393,31,186.45,0,Labeled
CUST1488,573,997,11,1075.12,0,Labeled
CUST1489,126,866,11,1890.6,0,Labeled
CUST1490,570,799,31,873.28,1,Labeled
CUST1491,971,1314,25,1307.45,1,Labeled
CUST1492,513,1785,41,486.36,0,Labeled
CUST1493,29,812,37,1481.71,0,Labeled
CUST1494,677,937,30,1702.89,1,Labeled
CUST1495,1348,1443,42,1084.56,0,Labeled
CUST1496,952,1066,20,1984.05,0,Labeled
CUST1497,202,1498,47,1673.52,1,Labeled
CUST1498,1263,1527,7,143.92,0,Labeled
CUST1499,1091,1225,33,1601.28,0,Labeled
CUST1500,1273,1571,3,1748.97,1,Labeled
CUST1501,816,1054,34,614.28,1,Labeled
CUST1502,215,1381,32,1545.76,1,Labeled
CUST1503,452,1234,32,1993.12,1,Labeled
CUST1504,144,867,42,1931.34,0,Labeled
CUST1505,79,760,7,1213.7400000000002,0,Labeled
CUST1506,1171,1759,27,472.48,0,Labeled
CUST1507,25,1604,14,818.9,1,Labeled
CUST1508,594,1442,38,1838.34,1,Labeled
CUST1509,378,795,32,1458.45,0,Labeled
CUST1510,32,1030,43,748.92,1,Labeled
CUST1511,352,1107,32,570.43,1,Labeled
CUST1512,90,1501,23,108.12,1,Labeled
CUST1513,86,984,26,1704.8500000000001,1,Labeled
CUST1514,955,1614,33,1285.6200000000001,0,Labeled
CUST1515,892,1183,8,704.01,0,Labeled
CUST1516,795,1630,40,1280.25,1,Labeled
CUST1517,715,892,20,697.08,1,Labeled
CUST1518,1099,1496,15,1930.44,0,Labeled
CUST1519,1186,1814,9,1334.8500000000001,0,Labeled
CUST1520,957,1033,36,1419.8,0,Labeled
CUST1521,21,1635,47,1529.12,0,Labeled
CUST1522,450,1147,43,869.68,1,Labeled
CUST1523,1256,1273,5,462.0,0,Labeled
CUST1524,1139,1630,29,1025.8,0,Labeled
CUST1525,434,805,18,1803.3000000000002,1,Labeled
CUST1526,1342,1342,26,604.8,1,Labeled
CUST1527,411,1724,39,1582.47,1,Labeled
CUST1528,896,1087,30,1197.66,0,Labeled
CUST1529,225,1604,7,681.84,0,Labeled
CUST1530,456,1244,19,507.99,0,Labeled
CUST1531,1124,1199,32,1398.95,0,Labeled
CUST1532,861,1098,45,75.72,0,Labeled
CUST1533,440,1726,32,1180.4,0,Labeled
CUST1534,645,942,2,744.1200000000001,0,Labeled
CUST1535,612,941,15,1607.67,1,Labeled
CUST1536,918,948,21,179.52,0,Labeled
CUST1537,315,1178,8,1773.52,0,Labeled
CUST1538,416,1137,46,1515.28,0,Labeled
CUST1539,188,1017,33,1322.73,0,Labeled
CUST1540,1132,1752,29,1889.64,0,Labeled
CUST1541,210,970,49,1785.48,1,Labeled
CUST1542,653,1129,9,1767.84,1,Labeled
CUST1543,1321,1346,38,699.99,1,Labeled
CUST1544,56,1077,3,1512.45,0,Labeled
CUST1545,556,908,17,1136.7,0,Labeled
CUST1546,968,1508,22,493.26,0,Labeled
CUST1547,41,822,12,577.99,0,Labeled
CUST1548,149,1726,6,1172.92,1,Labeled
CUST1549,1222,1570,20,1133.94,0,Labeled
CUST1550,129,1053,44,1809.12,0,Labeled
CUST1551,726,1501,9,1220.25,0,Labeled
CUST1552,978,1202,35,205.02,0,Labeled
CUST1553,62,1451,5,1376.19,0,Labeled
